Date,Value
2001-05-31,0.043177892918826
2001-04-30,0.048653344917463
2001-03-31,0.054195804195804
2001-02-28,0.057996485061511
2001-01-31,0.061007957559682
2000-12-31,0.062222222222222
2000-11-30,0.0625
2000-10-31,0.062724014336918
2000-09-30,0.061041292639138
2000-08-31,0.059405940594059
2000-07-31,0.055906221821461
2000-06-30,0.052393857271906
2000-05-31,0.047963800904977
2000-04-30,0.043517679057117
2000-03-31,0.04
2000-02-29,0.037374658158614
2000-01-31,0.03666361136572
1999-12-31,0.037822878228782
1999-11-30,0.039925719591458
1999-10-31,0.043966323666979
1999-09-30,0.04995287464656
1999-08-31,0.054079696394687
1999-07-31,0.060229445506692
1999-06-30,0.066473988439306
1999-05-31,0.072815533980583
1999-04-30,0.081372549019608
1999-03-31,0.089108910891089
1999-02-28,0.099198396793587
1999-01-31,0.10986775178026
1998-12-31,0.12215320910973
1998-11-30,0.13487881981033
1998-10-31,0.14576634512326
1998-09-30,0.1557734204793
1998-08-31,0.16592920353982
1998-07-31,0.17002237136465
1998-06-30,0.16891891891892
1998-05-31,0.16384180790961
1998-04-30,0.15254237288136
1998-03-31,0.13738738738739
1998-02-28,0.11883408071749
1998-01-31,0.097098214285714
1997-12-31,0.073333333333333
1997-11-30,0.05094130675526
1997-10-31,0.028665931642778
1997-09-30,0.0099009900990099
1997-08-31,-0.0065934065934066
1997-07-31,-0.016501650165017
1997-06-30,-0.020948180815876
1997-05-31,-0.021017699115044
1997-04-30,-0.018847006651885
